"Nombre_Buque","Puerto_Base","Censo","Trip","Fecha_Desembarco","Dia","Mes","Ano","Zona2","Metier","Demersales","Mixto","Otras","Pelagico","Total","P_dem","P_pel","P_mix","P_otr","Metier_Rev","check"
"INTXORTAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",539213,2020-10-25,26,10,2020,"27.8.abde","OTB_DEF_>=70_0_0",11849.59,93.7,1420.19,11,13374.48,0.89,0,0.01,0.11,"OTB_DEF_>=70_0_0",TRUE
"INTXORTAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",539377,2020-11-01,2,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",16493.18,89.9,1661.67,0,18244.75,0.9,0,0,0.09,"OTB_DEF_>=70_0_0",TRUE
"INTXORTAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",539792,2020-11-08,9,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",13481.28,221.8,1540.34,0,15243.41,0.88,0,0.01,0.1,"OTB_DEF_>=70_0_0",TRUE
"INTXORTAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",552215,2020-11-15,16,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",11627.15,75,2185.55,96,13983.7,0.83,0.01,0.01,0.16,"OTB_DEF_>=70_0_0",TRUE
"INTXORTAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",552476,2020-11-22,23,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",12353.89,112.5,1334.4,47,13847.8,0.89,0,0.01,0.1,"OTB_DEF_>=70_0_0",TRUE
"INTXORTAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",552797,2020-11-29,30,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",11027.5,84.5,2678.11,0,13790.11,0.8,0,0.01,0.19,"OTB_DEF_>=70_0_0",TRUE
"INTXORTAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553037,2020-12-05,7,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",5722.15,88.5,1537.02,0,7347.67,0.78,0,0.01,0.21,"OTB_DEF_>=70_0_0",TRUE
"INTXORTAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553130,2020-12-11,14,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",6277.72,428,1699.94,0,8405.66,0.75,0,0.05,0.2,"OTB_DEF_>=70_0_0",TRUE
"INTXORTAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553331,2020-12-20,21,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",8830.36,342.5,2185.21,0,11358.06,0.78,0,0.03,0.19,"OTB_DEF_>=70_0_0",TRUE
"INTXORTAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553515,2020-12-23,28,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",3741.44,74,707.16,0,4522.6,0.83,0,0.02,0.16,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530292,2020-01-06,7,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",3782.94,496,1857.5,0,6136.44,0.62,0,0.08,0.3,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530293,2020-01-06,7,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",2447.38,436,1239.32,195,4317.7,0.57,0.05,0.1,0.29,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530450,2020-01-12,13,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",4374.17,1277.5,1901.5,0,7553.17,0.58,0,0.17,0.25,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530451,2020-01-12,13,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",3273.46,749,2240.49,33,6295.95,0.52,0.01,0.12,0.36,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530581,2020-01-19,20,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",5083.62,682,2111.6,0,7877.22,0.65,0,0.09,0.27,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530582,2020-01-19,20,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",4523.95,545,1660.52,52,6781.47,0.67,0.01,0.08,0.24,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530668,2020-01-26,27,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",4344.1,1084.5,1130.5,0,6559.1,0.66,0,0.17,0.17,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530768,2020-02-02,3,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",5410.49,1022.5,987.5,0,7420.49,0.73,0,0.14,0.13,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530879,2020-02-09,10,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",4875.04,1374,1852,0,8101.04,0.6,0,0.17,0.23,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530993,2020-02-16,17,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",3568.43,712,1304.5,0,5584.93,0.64,0,0.13,0.23,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531143,2020-02-23,24,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",5513.9,448.5,2150,0,8112.4,0.68,0,0.06,0.27,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531327,2020-03-01,2,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",2814.36,412,736,0,3962.36,0.71,0,0.1,0.19,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531427,2020-03-05,5,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",2032.09,235,668.05,30333,33268.14,0.06,0.91,0.01,0.02,"OTB_SPF_>=70_0_0",FALSE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531513,2020-03-07,8,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",0,0,0,38996,38996,0,1,0,0,"OTB_SPF_>=70_0_0",FALSE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531523,2020-03-08,9,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",76.15,0,26,40728,40830.15,0,1,0,0,"OTB_SPF_>=70_0_0",FALSE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531573,2020-03-09,10,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",0,0,0,46285,46285,0,1,0,0,"OTB_SPF_>=70_0_0",FALSE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531673,2020-03-10,11,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",38.57,0,0,33812.5,33851.07,0,1,0,0,"OTB_SPF_>=70_0_0",FALSE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531988,2020-03-15,16,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",3015.98,308,1297,0,4620.98,0.65,0,0.07,0.28,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",532542,2020-03-22,23,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",3041.17,452,703,0,4196.17,0.72,0,0.11,0.17,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",532940,2020-03-28,30,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",1615.25,429.5,341.5,0,2386.25,0.68,0,0.18,0.14,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",533293,2020-04-04,6,4,2020,"27.8.abde","OTB_DEF_>=70_0_0",1647.01,333.5,303,874,3157.51,0.52,0.28,0.11,0.1,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",533294,2020-04-05,6,4,2020,"27.8.abde","OTB_DEF_>=70_0_0",1040.51,432,2184.28,0,3656.79,0.28,0,0.12,0.6,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",533408,2020-04-12,13,4,2020,"27.8.abde","OTB_DEF_>=70_0_0",1427.66,51,660.5,336,2475.16,0.58,0.14,0.02,0.27,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",533635,2020-04-18,20,4,2020,"27.8.abde","OTB_DEF_>=70_0_0",1249.47,22.5,506.5,0,1778.47,0.7,0,0.01,0.28,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",533794,2020-04-22,23,4,2020,"27.8.abde","OTB_DEF_>=70_0_0",4126.37,156,1859.82,75,6217.19,0.66,0.01,0.03,0.3,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534011,2020-04-24,27,4,2020,"27.8.abde","OTB_DEF_>=70_0_0",2037.91,79.5,777,0,2894.41,0.7,0,0.03,0.27,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534367,2020-05-05,6,5,2020,"27.8.abde","OTB_DEF_>=70_0_0",3680.25,59,587.5,1180,5506.75,0.67,0.21,0.01,0.11,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534516,2020-05-10,11,5,2020,"27.8.abde","OTB_DEF_>=70_0_0",3642,56,555,1416,5669,0.64,0.25,0.01,0.1,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534715,2020-05-17,18,5,2020,"27.8.abde","OTB_DEF_>=70_0_0",3458.28,0,837,2076,6371.28,0.54,0.33,0,0.13,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534933,2020-05-24,25,5,2020,"27.8.abde","OTB_DEF_>=70_0_0",5991.29,0,1311.5,0,7302.79,0.82,0,0,0.18,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535144,2020-05-31,1,6,2020,"27.8.abde","OTB_DEF_>=70_0_0",8147.41,0,1663,0,9810.41,0.83,0,0,0.17,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535325,2020-06-07,8,6,2020,"27.8.abde","OTB_DEF_>=70_0_0",4179.31,87.5,980.41,1873,7120.21,0.59,0.26,0.01,0.14,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535486,2020-06-14,15,6,2020,"27.8.abde","OTB_DEF_>=70_0_0",4052.4,185,3742.18,4884,12863.58,0.32,0.38,0.01,0.29,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535622,2020-06-21,22,6,2020,"27.8.abde","OTB_DEF_>=70_0_0",5247.77,153,2172.23,4410,11982.99,0.44,0.37,0.01,0.18,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535853,2020-06-28,29,6,2020,"27.8.abde","OTB_DEF_>=70_0_0",12310.72,0,1274.2,4783.5,18368.42,0.67,0.26,0,0.07,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",537693,2020-09-08,9,9,2020,"27.8.abde","OTB_DEF_>=70_0_0",10758.58,50,1879.75,390,13078.33,0.82,0.03,0,0.14,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",537817,2020-09-13,14,9,2020,"27.8.abde","OTB_DEF_>=70_0_0",7518.47,0,251,0,7769.47,0.97,0,0,0.03,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",537914,2020-09-16,17,9,2020,"27.8.abde","OTB_DEF_>=70_0_0",4340.39,0,0,0,4340.39,1,0,0,0,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",538010,2020-09-20,21,9,2020,"27.8.abde","OTB_DEF_>=70_0_0",8060.95,0,860,0,8920.95,0.9,0,0,0.1,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",538148,2020-09-27,28,9,2020,"27.8.abde","OTB_DEF_>=70_0_0",11881.49,0,732,0,12613.49,0.94,0,0,0.06,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",538378,2020-10-02,5,10,2020,"27.8.abde","OTB_DEF_>=70_0_0",11685.19,51.5,2728.5,0,14465.19,0.81,0,0,0.19,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",538559,2020-10-11,12,10,2020,"27.8.abde","OTB_DEF_>=70_0_0",6497,0,4021,0,10518,0.62,0,0,0.38,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",538835,2020-10-18,19,10,2020,"27.8.abde","OTB_DEF_>=70_0_0",7087.81,83.5,1219,0,8390.31,0.84,0,0.01,0.15,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",539176,2020-10-25,26,10,2020,"27.8.abde","OTB_DEF_>=70_0_0",6197.02,1265,2377.19,0,9839.21,0.63,0,0.13,0.24,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",539349,2020-11-01,2,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",15773.48,270,4075.7,0,20119.18,0.78,0,0.01,0.2,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",539794,2020-11-08,9,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",5819.06,201.5,1796.5,294,8111.06,0.72,0.04,0.02,0.22,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",552164,2020-11-15,16,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",4501.78,603.5,1309,76.5,6490.78,0.69,0.01,0.09,0.2,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",552477,2020-11-22,23,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",9133.93,59.5,2929,0,12122.43,0.75,0,0,0.24,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",552798,2020-11-29,30,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",5827.8,487,1532.5,143,7990.3,0.73,0.02,0.06,0.19,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553038,2020-12-05,7,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",3764.52,26,2148.5,0,5939.02,0.63,0,0,0.36,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553131,2020-12-13,14,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",6714.03,1496.5,1139.55,130,9480.08,0.71,0.01,0.16,0.12,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553332,2020-12-20,21,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",9318.53,100.8,3202,19,12640.33,0.74,0,0.01,0.25,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553384,2020-12-19,21,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",3292.64,142,2536.12,0,5970.75,0.55,0,0.02,0.42,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553516,2020-12-24,28,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",2236.53,44,1055.5,0,3336.03,0.67,0,0.01,0.32,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530304,2020-01-06,7,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",7332.44,679.7,6609.15,162,14783.29,0.5,0.01,0.05,0.45,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530460,2020-01-12,13,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",8255.4,1826.6,3626.27,0,13708.27,0.6,0,0.13,0.26,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530589,2020-01-19,20,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",9585.37,1062.7,3424.07,0,14072.14,0.68,0,0.08,0.24,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530675,2020-01-26,27,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",8986.38,2421.9,4078.23,0,15486.51,0.58,0,0.16,0.26,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530775,2020-02-02,3,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",10682.82,1696.1,2868.99,240.5,15488.42,0.69,0.02,0.11,0.19,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530886,2020-02-09,10,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",9592.75,1331,2145.51,305,13374.25,0.72,0.02,0.1,0.16,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531000,2020-02-16,17,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",9385.56,1083.3,5452.04,787.5,16708.4,0.56,0.05,0.06,0.33,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531155,2020-02-23,24,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",8569.03,650.8,3763.31,780.5,13763.64,0.62,0.06,0.05,0.27,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",533419,2020-04-12,13,4,2020,"27.8.abde","OTB_DEF_>=70_0_0",1599.48,0,400,1468,3467.48,0.46,0.42,0,0.12,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534016,2020-04-23,27,4,2020,"27.6","OTB_DEF_>=70_0_0",21639.6,0,9222.55,0,30862.15,0.7,0,0,0.3,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534240,2020-05-01,4,5,2020,"27.6","OTB_DEF_>=70_0_0",13876.8,0,4088.6,0,17965.39,0.77,0,0,0.23,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534478,2020-05-08,11,5,2020,"27.6","OTB_DEF_>=70_0_0",13763.53,0,1647.15,0,15410.68,0.89,0,0,0.11,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534692,2020-05-15,18,5,2020,"27.6","OTB_DEF_>=70_0_0",13405.74,0,575.99,0,13981.73,0.96,0,0,0.04,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534937,2020-05-22,25,5,2020,"27.6","OTB_DEF_>=70_0_0",14416.81,0,1322.65,0,15739.45,0.92,0,0,0.08,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534939,2020-05-22,25,5,2020,"27.7","OTB_DEF_>=70_0_0",2386.25,0,0,0,2386.25,1,0,0,0,"OTB_DEF_70-99_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535127,2020-05-29,1,6,2020,"27.6","OTB_DEF_>=70_0_0",13454.49,0,2874.51,0,16329,0.82,0,0,0.18,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535314,2020-06-05,8,6,2020,"27.6","OTB_DEF_>=70_0_0",11152.03,0,3749.29,0,14901.32,0.75,0,0,0.25,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535467,2020-06-12,15,6,2020,"27.6","OTB_DEF_>=70_0_0",11446.11,0,2471.59,0,13917.7,0.82,0,0,0.18,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535631,2020-06-19,22,6,2020,"27.6","OTB_DEF_>=70_0_0",13406.19,0,900.3,0,14306.49,0.94,0,0,0.06,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535857,2020-06-26,29,6,2020,"27.6","OTB_DEF_>=70_0_0",13940.34,0,4374.9,0,18315.24,0.76,0,0,0.24,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",536100,2020-07-03,6,7,2020,"27.6","OTB_DEF_>=70_0_0",10565.02,0,2042.75,0,12607.77,0.84,0,0,0.16,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",536268,2020-07-10,13,7,2020,"27.6","OTB_DEF_>=70_0_0",6477.25,0,1031.02,0,7508.26,0.86,0,0,0.14,"OTB_DEF_100-119_0_0",FALSE
